"subject_id","V1__1","V2__1","V1__2","V2__2","V1__3","V2__3","V1__4","V2__4","V1__5","V2__5","V1__6","V2__6","V1__7","V2__7","V1__8","V2__8","V1__9","V2__9","V1__10","V2__10","V1__11","V2__11","V1__12","V2__12","V1__13","V2__13","V1__14","V2__14","V1__15","V2__15","V1__16","V2__16","V1__17","V2__17","V1__18","V2__18","V1__19","V2__19","V1__20","V2__20","V1__21","V2__21","V1__22","V2__22","V1__23","V2__23","V1__24","V2__24","V1__25","V2__25","V1__26","V2__26","V1__27","V2__27","V1__28","V2__28","V1__29","V2__29","V1__30","V2__30","V1__31","V2__31","V1__32","V2__32","V1__33","V2__33","V1__34","V2__34","V1__35","V2__35","V1__36","V2__36","V1__37","V2__37","V1__38","V2__38","V1__39","V2__39","V1__40","V2__40","V1__41","V2__41","V1__42","V2__42","V1__43","V2__43","V1__44","V2__44","V1__45","V2__45"
"217","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","b","a","b","a","b","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","c","a","d","a","d","a","d","a","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d"
"218","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","c","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","c","c","c","c","c","c","c","c","c","c","b","c","b","c","a","c","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","c","a","d"
"219","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","c","a","b","a","b","a","b","a","a","b","a","b","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","c","a","d","a","d","a","d","a","d","b","d","b","d","b","d","c","d","c","d","d","d","d","d","d","d","d","d"
"220","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","b","a","b","a","b","a","b","a","a","a","a","b","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","c","a","c","a","d","a","d","a","d","a","d","a","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","c","d"
"221","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","c","a","d","a","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d"
"222","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","c","a","b","a","b","a","b","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","c","a","d","a","d","a","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d"
"223","c","a","c","a","c","a","c","a","c","a","c","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","b","a","b","a","c","a","c","b","c","b","c","b","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d"
"224","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","c","a","b","a","b","b","b","b","b","b","a","b","a","b","a","b","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","d","a","d","a","d","b","d","b","d","b","d","b","d","b","d","b","d","c","d","c","d"
"225","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","c","a","c","a","b","a","b","a","b","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","c","b","c","b","d","b","d","b","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d"
"226","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","c","a","b","a","b","a","b","a","a","a","a","a","a","b","a","b","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","d","a","d","a","d","a","d","b","d","b","d","c","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d"
"227","d","b","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","b","a","b","a","b","a","b","a","a","a","a","a","a","b","a","b","a","b","a","b","a","b","a","c","a","c","a","d","a","d","a","d","a","d","a","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d"
"228","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","d","c","d","c","d","b","d","b","d","b","d","b","d","b","d"
"229","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","d","a","d","a","d","a","d","a","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","c","d","c","d","c","c","d","c","d","c","d","c","d","b","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d"
"230","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","c","a","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","c","a","c","a","c","a","d","a","d","a","d","a","d","b","d","b","d","c","d","c","d","d","d","c","d","c","d","d","d","d","d","d"
"231","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","b","a","b","a","b","a","c","a","c","a","c","a","d","a","d","a","d","b","d","b","d","c","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","b","d","b","d","a","d","a","d","a","d"
"232","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","b","a","b","a","c","a","c","a","d","a","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","d","d","c","d","d","d","d","d","d","d","d","d","d","c","d","c","d","b","d","b","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d"
"233","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","c","a","d","a","d","a","d","b","d","b","d","b","d","c","d","c","d","c","d","c","d","c","d","c","d","d","d","d","d","d","c","d","c","d","c","d","c","d","b","d","b","d","b","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a","d"
"234","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","c","a","c","a","c","a","d","a","d","b","d","b","d","b","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","d","b","d","b","d","b","d","a","d","a","d","a","d"
"235","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","c","a","c","b","c","b","c","b","c","b","c","b","d","b","d","c","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d"
"236","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","a","d","a","d","a","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","d","d","d","d","d","d","d","c","d","c","d","c","d","c","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d"
"237","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","c","a","d","a","d","a","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","d","b","d","b","d","b","d","a","d","a","d","a","c","a","c","a","c","a","c","a","c","a","b","a","b"
"238","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","d","a","d","a","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","d","c","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d"
"239","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","a","c","a","d","a","d","a","d","b","d","b","d","b","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d"
"240","d","c","d","c","d","c","d","c","d","c","d","b","d","b","d","b","d","b","d","b","d","a","d","a","d","a","c","a","c","a","c","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","c","a","c","a","d","a","d","a","d","a","d","a","d","b","d","b","d","c","d","c","d","c","d","d","d","d","d","d","c","d","c","d","c","d","c"
"241","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","a","d","a","c","a","c","a","c","a","c","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","a","d","a","d","a","d","a","d","a","d","b","d","b","d","b","d","c","d","c","d","c","d","c","d","d","d","d","d","d","c","d","c","d","c"
"242","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","c","a","c","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","a","c","a","d","a","d","a","d","a","d","a","d","b","d","b","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","d","c","d","c","d","b"
"243","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","a","d","a","d","a","c","a","c","a","c","a","c","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","a","c","a","d","a","d","a","d","b","d","b","d","b","d","b","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","d","c"
"244","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","b","d","b","d","b","d","a","d","a","c","a","c","a","c","a","c","a","b","a","b","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","c","a","d","a","d","a","d","a","d","a","d","b","d","b","d","b","d","c","d","c","d","d","d","d","d","d","d","d","c","d","c","d","c"
"245","c","a","c","a","c","a","c","a","b","a","b","a","b","a","a","a","a","a","a","a","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","d","a","d","a","d","a","d","b","d","b","d","b","d","c","d","c","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","d","b","d","b","d","b","d","a","d","a","d","a","d","a","c","a","c","a"
"246","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","b","a","b","a","b","a","b","a","a","a","a","a","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","c","a","c","a","c","a","c","b","d","b","d","b","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d"
"247","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","b","a","b","a","b","a","b","a","b","a","c","a","c","a","d","a","d","a","d","b","d","b","d","b","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","d","b","d","b","d","a","d","a","d","a","c","a","c","a","b","a","b","a","b","a","b","a"
"248","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","b","d","b","d","b","d","a","d","a","c","a","c","a","c","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","c","a","d","a","d","a","d","a","d","b","d","b","d","c","d","c","d","c","d","d","d","d","d","d","d","d","c"
"249","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","c","a","c","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","b","a","c","a","c","a","d","a","d","b","d","b","d","c","d","c","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","d","b","d","b","d","b"
"250","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","b","d","b","d","b","d","a","d","a","c","a","c","a","c","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","c","a","d","a","d","a","d","a","d","b","d","b","d","c","d","c","d","c","d","d","d","d","d","d","d","d","c"
"251","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","b","d","b","d","b","d","b","d","b","d","a","d","a","c","a","c","a","c","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","b","a","b","a","c","a","c","a","c","a","d","a","d","a","d","a","d","a","d","b","d","b","d","b","d","c","d","c","d","c","d","d","d"
"252","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","c","c","c","c","c","c","b","c","b","c","b","c","b","b","b","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a"
"253","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a"
"254","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","c","c","c","c","c","c","c","c","c","b","c","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","d","a","d","a","d","a","d","a","d","a","d","a","d"
"255","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","b","c","b","c","b","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c"
"256","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c"
"257","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c"
"258","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c"
"259","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c"
"260","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","c","c","c","c","c","c","c","c","b","c","b","c","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a"
"261","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","c","c","c","b","c","b","c","a","c","a","c","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","b","a","b","a","b","a","c","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a"
"262","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","b","c","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a"
"263","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","c","c","c","c","c","c","c","c","c","c","c","c","c","b","c","b","c","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a"
"264","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","b","d","b","d","b","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a"
"265","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","d","c","d","b","d","c","d","c","c","c","c","b","c","b","c","b","c","b","c","b","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a"
"266","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","c","a","c","a","c","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a"
"267","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","d","d","d","d","c","d","c","d","c","d","c","d","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","b","c","b","d","b","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c","a","c","a","c","a","c","a","c","a"
"268","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","b","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a","c","a"
"269","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","c","c","c","c","c","b","c","b","c","b","c","b","c","b","b","b","b","b","b","b","b","b","b","b","b","b","b","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a"
"270","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","b","d","b","d","a","d","a","d","a","c","a","c","a","c","a","c","a","c","a","c","b","b","b","b","b","b","b","b","b","b","b","b","c","b","c","b","c","a","c","a","c","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a"
"271","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","c","c","c","c","c","c","c","c","c","b","c","b","c","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a"
"272","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","d","d","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","b","d","b","d","b","d","b","d","b","c","b","c","b","c","b","b","a","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a"
"273","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","b","b","b","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a"
"274","c","d","c","d","c","d","d","d","d","d","d","d","d","d","c","d","d","d","d","d","d","d","d","d","c","d","d","d","d","d","c","d","c","d","c","d","d","d","d","d","d","d","c","d","c","d","c","c","c","c","c","c","c","c","c","c","c","c","c","c","b","b","b","b","b","b","b","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a"
"275","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","c","c","c","c","c","c","c","c","c","b","c","b","c","b","c","b","b","b","b","b","b","b","b","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a"
"276","d","c","d","c","d","c","d","c","c","d","c","d","d","d","c","d","d","d","d","d","d","d","d","c","d","c","d","c","d","d","d","d","d","d","d","d","d","c","c","d","c","d","d","d","d","c","c","b","c","b","c","c","b","c","b","d","b","c","b","a","a","a","a","a","a","b","a","c","a","a","a","b","a","b","a","a","a","b","a","b","a","a","a","a","a","b","a","a","a","b"
"277","d","d","d","d","c","d","c","d","c","d","c","d","c","d","c","b","c","b","c","d","c","d","c","a","c","a","c","d","c","c","c","a","c","a","c","d","c","b","d","a","d","a","d","d","d","c","c","a","c","a","c","d","c","c","c","a","c","a","c","d","c","d","c","a","d","a","c","a","d","d","c","a","c","a","d","b","d","d","d","b","c","a","c","a","d","c","d","c","c","a"
"278","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","c","c","b","c","a","c","b","c","c","c","d","c","b","c","b","c","c","c","c","c","a","c","a","c","b","c","c","c","b","c","a","c","a","c","b","c","c","c","a","c","a","c","a","c","b","c","b","c","a","c","a","c","b","c","b","c","a","c","a"
"279","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","b","c","b","c","a","d","a","d","a","b","a","b","a","b","a","d","a","d","a","b","a","a","a","c","b","c","a","a","b","a","b","a","c","c","b","b","c","a","c","a","c","c","c","c","b","a","c","a","b","a","c","c","c","b","b","a","c","a","c","a","d","c","d","c","d","a","d","a","d","a","c","a"
"280","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","d","d","d","d","b","d","d","d","c","c","b","c","b","c","c","b","a","c","c","b","c","b","b","b","b","b","b","b","b","b","b","b","a","a","b","a","a","b","a","a","b","a","a","a","b","b","a","a","b","a","a","b","b","a","b","a","b","a","b","a","b","a","b","a","b","a","b","a","a","a","b","a","b"
"281","d","d","d","d","d","d","d","c","d","d","d","c","d","d","d","c","d","c","d","b","d","b","d","b","d","b","c","d","c","a","d","c","c","d","d","c","d","c","d","c","c","d","a","a","b","d","d","c","d","c","d","c","c","b","b","c","a","a","a","b","b","b","b","b","a","b","a","b","a","b","a","c","a","b","b","b","a","b","a","b","a","c","a","a","a","a","a","d","a","c"
"282","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","d","c","a","c","c","c","c","c","c","c","c","c","c","b","a","c","d","d","c","d","c","d","c","d","c","c","c","b","a","b","a","c","c","c","b","c","b","b","b","b","b","a","c","a","a","a","c","a","b","a","b","a","b","a","b","a","b","a","a","a","b","a","b","a","b","a","b","a","b","a","b","a","a"
"283","d","d","d","d","d","d","d","d","c","a","c","a","d","d","d","d","d","d","d","d","d","c","c","d","b","a","c","d","c","c","c","b","c","b","b","b","a","a","b","a","b","a","b","d","c","c","c","c","c","b","c","c","b","d","b","d","c","c","c","c","c","c","c","c","b","c","a","a","a","a","b","d","b","c","b","b","a","b","a","b","a","b","a","b","a","a","a","d","a","b"
"284","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","c","d","c","d","c","d","c","d","d","b","d","c","c","c","b","c","b","b","c","a","b","a","b","a","c","a","b","c","a","c","a","c","a","a","a","a","a","a","a","a","a","c","a","d","a","c","a","a","a","a","a","a","a","b"
"285","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","c","c","c","c","b","c","b","b","c","b","b","c","a","b","b","c","b","b","a","b","a","a","a","a","a","a","b","b","b","a","a","a","a","a","a","a","a","a","b","b","a","a","a","a","a","a","a","a","a","a","b","a","b","a","a","a","a","a","a"
"286","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","d","c","c","d","c","d","c","d","c","d","d","b","d","c","c","c","b","c","b","b","c","a","b","a","b","a","c","a","b","c","a","c","a","c","a","a","a","a","a","a","a","a","a","c","a","d","a","c","a","a","a","a","a","a","a","b"
"287","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","c","c","b","c","b","b","d","b","d","b","b","b","b","b","c","a","b","a","a","a","a","a","a","a","a","a","b","a","c","a","b","a","a","a","a","a","a","b","a","a","c","a","c","a","b","a","a","a","a","a","a","a","c","a","c"
"288","d","c","d","c","d","c","d","c","d","c","d","c","d","b","d","b","d","b","d","b","d","a","d","a","d","a","d","a","d","a","c","b","c","b","c","c","c","c","c","d","c","d","c","d","c","c","b","c","b","b","b","b","b","a","b","a","b","a","b","a","b","a","b","a","a","a","a","a","a","b","a","c","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","d","a","c"
"289","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","d","c","d","c","d","b","d","a","d","a","c","a","c","a","c","a","c","a","c","a","c","b","c","b","b","c","b","c","b","d","b","d","b","d","b","d","b","d","b","d","b","d","b","d","a","c","a","c","a","b","a","b","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a","a"
