subject_id,X1_1,X1_2,X1_3,X1_4,X1_5,X1_6,X1_7,X1_8,X1_9,X1_10,X1_11,X1_12,X2_1,X2_2,X2_3,X2_4,X2_5,X2_6,X2_7,X2_8,X2_9,X2_10,X2_11,X2_12,X3_1,X3_2,X3_3,X3_4,X3_5,X3_6,X3_7,X3_8,X3_9,X3_10,X3_11,X3_12,X4_1,X4_2,X4_3,X4_4,X4_5,X4_6,X4_7,X4_8,X4_9,X4_10,X4_11,X4_12,X5_1,X5_2,X5_3,X5_4,X5_5,X5_6,X5_7,X5_8,X5_9,X5_10,X5_11,X5_12,X6_1,X6_2,X6_3,X6_4,X6_5,X6_6,X6_7,X6_8,X6_9,X6_10,X6_11,X6_12,X7_1,X7_2,X7_3,X7_4,X7_5,X7_6,X7_7,X7_8,X7_9,X7_10,X7_11,X7_12,class
506,1.260308,-0.35414,0.584624,-0.382856,-0.463628,-0.26209,0.414763,-0.060087,-0.257893,0.100878,-0.132338,-0.046447,1.111078,-0.454499,0.634587,-0.550885,-0.389085,-0.1033,0.256748,-0.122457,-0.286601,0.001122,-0.121157,-0.009675,0.966461,-0.489973,0.600966,-0.622602,-0.270021,-0.093685,0.229093,-0.077232,-0.310229,-0.074867,-0.171229,0.027297,1.207213,-0.293979,0.522558,-0.620327,-0.254737,-0.206805,0.308841,-0.071701,-0.404836,-0.069359,-0.15539,0.021694,1.474308,-0.202886,0.224587,-0.416362,-0.072842,-0.318752,0.284778,-0.035164,-0.509822,-0.068546,-0.117975,0.040711,1.365198,-0.238689,0.241586,-0.342121,0.020247,-0.322414,0.232695,-0.032291,-0.537671,-0.102674,-0.077065,0.099603,1.402734,-0.591023,0.467882,-0.36813,-0.042211,-0.190828,0.128984,-0.040858,-0.479221,-0.154255,-0.050024,0.136356,C6
507,1.204473,-0.992381,0.515337,-0.455605,-0.305134,-0.20125,0.200322,0.003572,-0.47325,-0.102021,-0.088639,-0.034601,1.144159,-0.911079,0.516717,-0.408827,-0.296233,-0.160387,0.18996,-0.011971,-0.448447,-0.168772,-0.070778,0.005435,1.140901,-0.871391,0.527094,-0.385613,-0.22169,-0.165051,0.167701,0.012386,-0.489132,-0.186036,-0.050633,0.006082,1.2202,-0.88055,0.509184,-0.377101,-0.161056,-0.181756,0.170267,0.017128,-0.540155,-0.195433,-0.053094,0.01668,1.336634,-0.952533,0.482296,-0.333888,-0.140526,-0.177913,0.154826,0.014361,-0.563606,-0.224264,-0.042616,0.02525,1.192498,-0.950961,0.455721,-0.266973,-0.083906,-0.159067,0.089241,0.001831,-0.53358,-0.280397,-0.032772,0.062975,1.230732,-1.083304,0.496309,-0.257757,-0.05154,-0.128568,0.021311,-0.013,-0.533414,-0.272051,0.004722,0.055499,C6
508,1.388185,-0.651899,0.762845,-0.766083,-0.550149,-0.094115,0.1472,-0.004834,-0.292513,0.016606,-0.114098,-0.150734,1.421275,-0.689829,0.728933,-0.706491,-0.495728,-0.104389,0.202623,-0.026697,-0.391781,0.020906,-0.115574,-0.142518,1.492029,-0.743624,0.703005,-0.605173,-0.461364,-0.081685,0.201122,-0.02822,-0.41709,-0.040212,-0.092803,-0.124595,1.300695,-0.635672,0.591243,-0.485219,-0.38777,-0.063266,0.199512,-0.04916,-0.392698,-0.122119,-0.075309,-0.065823,1.4691,-0.79856,0.673624,-0.516436,-0.354215,-0.046376,0.189209,-0.025901,-0.480914,-0.133485,-0.050216,-0.069565,1.491153,-0.864345,0.635858,-0.418519,-0.29026,-0.042411,0.147909,-0.040788,-0.496083,-0.174221,-0.007322,-0.037555,1.334861,-0.804017,0.519747,-0.297613,-0.201476,-0.011327,0.099343,-0.113238,-0.487058,-0.216005,0.046329,0.015473,C6
509,1.199748,-0.939892,0.673849,-0.591709,-0.3818,-0.030972,0.172566,-0.06763,-0.462255,-0.091757,-0.082961,-0.084846,1.19421,-1.033042,0.680399,-0.568862,-0.375185,0.003556,0.113487,-0.076981,-0.481052,-0.152718,-0.017426,-0.060483,1.092678,-1.044986,0.640004,-0.50362,-0.337498,-0.011718,0.089227,-0.086279,-0.487197,-0.176948,0.011844,-0.038906,1.146875,-1.157156,0.638228,-0.506196,-0.282101,-0.005625,0.060042,-0.078993,-0.529835,-0.179995,0.036049,-0.023804,1.131741,-1.194772,0.617467,-0.46863,-0.207965,-0.008322,0.037166,-0.080674,-0.547476,-0.187166,0.046219,-0.005248,1.120028,-1.215193,0.614607,-0.40579,-0.142715,-0.006355,0.008872,-0.102461,-0.55324,-0.16904,0.065837,-0.011259,1.095645,-1.204229,0.604538,-0.31702,-0.092841,0.008386,-0.042915,-0.141344,-0.530551,-0.183418,0.096043,0.015255,C6
510,1.277207,-0.992207,0.654349,-0.533625,-0.41925,-0.135196,0.150928,-0.007779,-0.444317,-0.132261,-0.078324,-0.056112,1.263267,-1.071407,0.652389,-0.518115,-0.399572,-0.073568,0.126476,-0.013842,-0.454349,-0.194264,-0.056546,-0.03619,1.161705,-1.068723,0.624726,-0.460843,-0.332876,-0.058753,0.078817,-0.012695,-0.429457,-0.261126,-0.05303,0.035469,1.330224,-1.099603,0.66053,-0.453199,-0.269789,-0.019397,0.027887,-0.018827,-0.453076,-0.280649,-0.019185,0.073733,1.298243,-1.050692,0.649894,-0.375146,-0.189538,-0.00815,0.003673,-0.060643,-0.477403,-0.28321,0.020665,0.095643,1.238066,-1.112697,0.64249,-0.383818,-0.135594,0.006524,-0.007674,-0.089022,-0.509517,-0.259146,0.021806,0.07856,1.219298,-1.162386,0.637449,-0.318616,-0.105604,0.008487,-0.045356,-0.12395,-0.49151,-0.244921,0.025747,0.066214,C6
511,1.212795,-0.739742,0.499901,-0.407688,-0.378092,-0.283273,0.209405,0.016054,-0.390797,-0.043243,-0.050571,-0.062831,1.268083,-0.791996,0.506923,-0.435747,-0.321197,-0.26936,0.212913,0.034504,-0.430484,-0.074027,-0.079379,-0.038774,1.265382,-0.811773,0.501826,-0.404563,-0.273845,-0.255783,0.210706,0.041871,-0.456919,-0.115485,-0.080592,-0.021061,1.27148,-0.858778,0.525269,-0.347633,-0.226473,-0.250181,0.199679,0.017384,-0.499882,-0.119467,-0.073551,-0.015326,1.274246,-0.8232,0.479503,-0.289484,-0.138714,-0.260956,0.170964,-0.020998,-0.535575,-0.133317,-0.041819,0.026807,1.25464,-0.968493,0.453213,-0.259746,-0.067012,-0.225903,0.095887,-0.051368,-0.555963,-0.147642,-0.01407,0.041782,1.215421,-0.952206,0.448378,-0.231016,-0.020481,-0.203282,0.087478,-0.083234,-0.597886,-0.156921,0.021821,0.066179,C6
512,1.634959,-0.458404,0.405786,-0.492961,-0.230743,-0.320094,0.178312,0.047787,-0.48526,-0.159904,-0.054714,0.032374,1.622002,-0.571531,0.331708,-0.403836,-0.137233,-0.300863,0.142569,0.004702,-0.481258,-0.156817,-0.078342,0.06046,1.744731,-0.827231,0.286143,-0.277048,-0.127108,-0.300787,0.158572,-0.001823,-0.539479,-0.18983,-0.056525,0.067073,1.774602,-1.015854,0.337387,-0.215586,-0.163922,-0.234041,0.132973,-0.036314,-0.559297,-0.235213,-0.018944,0.082551,1.755921,-1.027675,0.304059,-0.147797,-0.111891,-0.211308,0.091972,-0.074267,-0.524965,-0.263524,-0.027802,0.140078,1.256628,-0.915208,0.266255,0.007662,-0.133356,-0.053079,-0.007482,-0.151647,-0.381702,-0.345585,-0.019731,0.210325,1.553456,-1.261541,0.522411,-0.162462,-0.087512,0.020696,-0.066605,-0.124584,-0.418717,-0.319109,-0.010509,0.147668,C6
513,1.288838,-0.510741,0.724452,-0.593787,-0.412714,-0.131968,0.245461,0.003243,-0.289305,0.04853,-0.185204,-0.175236,1.328138,-0.471188,0.680494,-0.520856,-0.369669,-0.169861,0.271811,-0.002882,-0.351977,0.02465,-0.187454,-0.180481,1.400051,-0.47151,0.682034,-0.522565,-0.331178,-0.167988,0.255595,-0.023025,-0.410351,-0.024443,-0.164563,-0.135963,1.478089,-0.504982,0.628445,-0.485717,-0.265239,-0.12788,0.174554,-0.032738,-0.446747,-0.107679,-0.111844,-0.095814,1.546201,-0.387946,0.594319,-0.477631,-0.218092,-0.157216,0.190011,-0.053857,-0.478959,-0.114168,-0.120671,-0.052947,1.429106,-0.388281,0.488368,-0.313735,-0.179721,-0.136201,0.175065,-0.074617,-0.470293,-0.167198,-0.05976,-0.025519,1.629786,-0.670544,0.60437,-0.324399,-0.179937,-0.098406,0.139166,-0.078476,-0.55881,-0.168028,0.017167,-0.013148,C6
514,1.254176,-0.757245,0.808118,-0.610866,-0.38673,-0.057012,0.06166,-0.045122,-0.381577,-0.152013,-0.05391,0.0213,1.317557,-0.742599,0.745786,-0.542373,-0.32409,-0.097659,0.093451,-0.033597,-0.460299,-0.153596,-0.024559,0.011774,1.351821,-0.651729,0.663865,-0.445992,-0.270607,-0.132802,0.118826,-0.053476,-0.489185,-0.149294,0.006826,0.019686,1.334417,-0.741798,0.729254,-0.461157,-0.205913,-0.139853,0.049359,-0.063152,-0.520354,-0.128382,0.032995,0.065329,1.240854,-0.695667,0.585753,-0.264051,-0.125873,-0.184002,0.077691,-0.091639,-0.515622,-0.126946,0.050583,0.078983,1.384541,-0.952989,0.612495,-0.044372,-0.163706,-0.154888,0.074178,-0.14583,-0.512507,-0.146349,0.096994,0.083067,1.450316,-1.03279,0.55959,-0.089785,-0.083981,-0.100336,0.010314,-0.132862,-0.543107,-0.186834,0.146143,0.063058,C6
515,1.046002,-0.748736,0.773581,-0.665591,-0.538148,-0.044819,0.235212,-0.155658,-0.351648,0.040771,-0.200922,-0.118008,1.176191,-0.771432,0.74835,-0.571913,-0.476141,-0.027322,0.179857,-0.091567,-0.392618,-0.059407,-0.105485,-0.138887,1.197558,-0.719043,0.801165,-0.537824,-0.419222,-0.042398,0.188323,-0.103967,-0.441714,-0.088662,-0.110393,-0.077521,1.127028,-0.471601,0.78701,-0.448208,-0.289985,-0.094425,0.264103,-0.134383,-0.47497,-0.053751,-0.158821,-0.020603,1.151608,-0.510277,0.691506,-0.373269,-0.183261,-0.137026,0.242693,-0.161221,-0.489223,-0.093275,-0.148117,0.082958,1.117971,-0.475818,0.64443,-0.371275,-0.136162,-0.109175,0.256768,-0.196775,-0.536086,-0.129851,-0.098886,0.118324,1.330742,-0.63481,0.63339,-0.336981,-0.129139,-0.066272,0.18017,-0.169092,-0.587805,-0.141147,-0.007927,0.078416,C6
516,1.134642,-0.858507,0.56462,-0.524881,-0.342394,-0.16409,0.206594,-0.055743,-0.402762,-0.058676,-0.09938,0.008207,1.100723,-0.927993,0.544191,-0.523474,-0.329549,-0.160232,0.184081,-0.055117,-0.41677,-0.101186,-0.102288,0.025937,1.177772,-1.00151,0.553851,-0.487047,-0.334355,-0.097837,0.13728,-0.040398,-0.417966,-0.179746,-0.056018,0.037486,0.945255,-0.874263,0.44374,-0.324275,-0.312015,-0.082618,0.110465,-0.07275,-0.372512,-0.253153,-0.017442,0.086484,1.136335,-1.084493,0.556324,-0.439097,-0.201651,-0.06206,0.046217,-0.055406,-0.450033,-0.216404,-0.020391,0.072094,1.158164,-1.13694,0.555502,-0.416793,-0.146314,-0.051137,-0.009015,-0.07549,-0.466356,-0.228861,-0.002449,0.082524,1.20028,-1.187839,0.582951,-0.335349,-0.117546,-0.027223,-0.081005,-0.126204,-0.456976,-0.234579,0.048871,0.104016,C6
517,1.021967,-0.753771,0.86277,-0.720686,-0.545637,0.044443,0.200624,-0.095381,-0.291952,-0.034141,-0.155552,-0.085989,1.127047,-0.626562,0.729841,-0.668445,-0.436364,-0.034535,0.228053,-0.111744,-0.348356,-0.058302,-0.146331,-0.024606,1.021297,-0.807225,0.728831,-0.618472,-0.354953,-0.007399,0.192453,-0.082185,-0.387431,-0.088574,-0.124576,-0.012632,0.864052,-0.888456,0.712101,-0.583244,-0.281598,0.001891,0.175111,-0.110015,-0.436481,-0.117898,-0.109519,0.029713,0.782299,-0.903034,0.691301,-0.552996,-0.235212,-0.003389,0.161076,-0.145873,-0.4818,-0.135482,-0.086317,0.059623,0.866466,-0.898359,0.624595,-0.467306,-0.160114,-0.015861,0.130464,-0.150158,-0.535889,-0.125925,-0.02867,0.023953,1.084979,-0.993431,0.547675,-0.310894,-0.113514,-0.059864,0.121506,-0.118738,-0.57284,-0.126568,0.036735,-0.003226,C6
518,0.840222,-0.455193,0.566602,-0.724399,-0.257055,-0.13185,0.120788,-0.031784,-0.357837,0.0091,-0.134873,-0.100607,0.891725,-0.560369,0.627925,-0.749952,-0.277072,-0.101826,0.140388,-0.011654,-0.397805,-0.026684,-0.121737,-0.112792,0.946005,-0.582318,0.651056,-0.710933,-0.268836,-0.081305,0.13365,-0.010045,-0.419466,-0.079893,-0.091215,-0.090451,0.918356,-0.607522,0.643215,-0.691128,-0.221001,-0.076447,0.130941,-0.013108,-0.45632,-0.10174,-0.063971,-0.068553,0.956647,-0.632146,0.644957,-0.65269,-0.202,-0.051693,0.112541,-0.009189,-0.476827,-0.137676,-0.054963,-0.064407,1.023214,-0.686054,0.637761,-0.640546,-0.184954,-0.051515,0.115579,-0.02352,-0.512614,-0.143502,-0.048682,-0.052389,1.063233,-0.750977,0.619096,-0.633,-0.141778,-0.051163,0.102091,-0.038247,-0.543161,-0.141887,-0.042468,-0.032188,C6
519,1.345737,-0.59777,0.548252,-0.573222,-0.459565,-0.260471,0.241196,0.008182,-0.306636,0.056852,-0.140743,-0.113965,1.2035,-0.650478,0.566614,-0.590526,-0.413643,-0.197802,0.264621,-0.010805,-0.322417,-0.01015,-0.155952,-0.067065,1.084387,-0.643011,0.552813,-0.583448,-0.335964,-0.20129,0.277818,-0.011764,-0.371866,-0.027619,-0.181927,-0.059255,1.094616,-0.665633,0.554122,-0.571042,-0.306419,-0.174726,0.259281,-0.012369,-0.415418,-0.071617,-0.155642,-0.054679,1.090794,-0.654601,0.542095,-0.55854,-0.256483,-0.154019,0.230577,-0.019831,-0.443308,-0.110547,-0.13064,-0.031767,1.128753,-0.670724,0.523837,-0.547067,-0.197613,-0.164764,0.224811,0.004983,-0.493912,-0.125669,-0.103467,-0.027034,1.180029,-0.779246,0.505755,-0.510453,-0.147161,-0.116683,0.153711,0.005692,-0.505726,-0.160312,-0.05422,-0.035442,C6
520,0.848057,-0.597896,0.488421,-0.762307,-0.366249,-0.260308,0.201691,0.001661,-0.357285,0.002298,-0.107736,-0.046352,0.754592,-0.615593,0.426554,-0.694761,-0.316869,-0.273282,0.220008,-0.011941,-0.390063,-0.02637,-0.093909,-0.028256,0.849282,-0.689679,0.439091,-0.691175,-0.279827,-0.25844,0.198901,0.002743,-0.431679,-0.058339,-0.08573,-0.005139,0.921236,-0.714893,0.454542,-0.652344,-0.243735,-0.237038,0.18045,0.013718,-0.465877,-0.103269,-0.071144,0.018616,0.921786,-0.744887,0.46783,-0.579402,-0.241033,-0.217789,0.203659,-0.007708,-0.499973,-0.110322,-0.048842,0.019059,0.893671,-0.731544,0.426817,-0.556246,-0.17588,-0.215285,0.199402,-0.011647,-0.498346,-0.135474,-0.04794,0.058993,0.877775,-0.711138,0.375768,-0.508279,-0.116553,-0.201508,0.200531,-0.029297,-0.507732,-0.150939,-0.054133,0.056142,C6
521,0.670688,-0.046778,-0.009778,-0.530929,0.391632,-0.292637,-0.176579,0.074286,0.015982,-0.027155,-0.212474,0.098855,0.491817,0.04687,-0.040462,-0.490387,0.403536,-0.207469,-0.161474,0.052294,-0.056894,-0.066905,-0.18231,0.148983,0.526172,0.129609,-0.227531,-0.36225,0.305582,-0.072093,-0.171434,-0.137675,0.047054,-0.212121,-0.065104,0.130376,0.603895,0.092981,-0.31943,-0.316777,0.24876,0.072419,-0.197193,-0.208853,0.118631,-0.309677,0.04734,0.073074,0.512508,0.108542,-0.335493,-0.199666,0.292163,0.064758,-0.167574,-0.280417,0.17439,-0.40793,0.062203,0.037333,0.436892,0.091719,-0.337956,-0.141598,0.366657,0.055313,-0.193648,-0.296791,0.155452,-0.388759,0.076037,0.001577,0.449749,0.062874,-0.317703,-0.127966,0.406972,0.06433,-0.244644,-0.263473,0.079135,-0.296563,0.079222,-0.016481,C7
522,0.610661,0.211527,-0.080642,-0.406219,0.049032,-0.486165,-0.10421,0.07655,0.194202,-0.119349,-0.074849,0.109799,0.597666,0.270115,-0.012032,-0.497989,0.145099,-0.454753,-0.177583,0.081848,0.14078,-0.065078,-0.054245,0.076713,0.725404,0.070188,0.025021,-0.517179,0.184431,-0.418232,-0.171629,0.032223,0.176781,-0.102031,-0.128456,0.140577,0.49809,0.080823,-0.121432,-0.418249,0.141415,-0.402993,-0.14823,0.011594,0.15467,-0.162244,-0.143025,0.10127,0.454559,0.093182,-0.229091,-0.410824,0.168637,-0.347423,-0.144419,0.005425,0.163938,-0.226576,-0.145404,0.07485,0.697946,0.092597,-0.251451,-0.414206,0.195811,-0.259343,-0.131704,-0.021917,0.17207,-0.244155,-0.156769,0.071553,0.627129,0.043501,-0.198498,-0.458749,0.20108,-0.20506,-0.142522,-0.065231,0.175313,-0.299697,-0.136605,0.100801,C7
523,0.256892,0.340879,-0.228636,-0.388484,0.336766,-0.214212,0.004274,-0.054614,-0.084081,-0.245729,0.010891,0.163081,0.23796,0.287925,-0.251835,-0.234066,0.349974,-0.230495,-0.072778,-0.109301,-0.036943,-0.263898,0.014438,0.169754,0.236313,0.080026,-0.187544,-0.189243,0.344118,-0.173413,-0.128433,-0.120617,0.019724,-0.328046,-0.003156,0.172577,0.222734,0.060194,-0.043308,-0.224242,0.323864,-0.134606,-0.117325,-0.089845,-0.036418,-0.313561,-0.067614,0.221052,0.378334,-0.041898,-0.063447,-0.200604,0.375442,-0.123728,-0.167106,-0.108468,-0.023408,-0.309624,-0.064842,0.192365,0.353977,-0.090867,-0.040509,-0.088733,0.414681,-0.129927,-0.219178,-0.126729,0.002781,-0.272195,-0.02585,0.169218,0.237258,-0.146575,0.09804,0.009047,0.474283,-0.164054,-0.263992,-0.139412,0.002261,-0.206136,0.046479,0.1594,C7
524,0.895146,-0.128268,0.070095,-0.632854,0.038142,-0.324898,0.008748,0.049438,0.158764,-0.08615,-0.251798,0.185552,0.86085,-0.160701,0.025272,-0.493436,-0.066894,-0.182061,0.085074,-0.055517,0.184202,-0.172263,-0.24575,0.203674,0.821426,-0.02745,-0.031824,-0.429133,-0.006255,-0.184051,0.021808,-0.077582,0.188991,-0.228101,-0.253433,0.187537,0.813866,-0.128307,-0.034177,-0.400103,0.096607,-0.173686,-0.05689,-0.11376,0.197117,-0.304722,-0.273238,0.20011,0.758168,-0.201357,-0.054652,-0.316925,0.151375,-0.1098,-0.094847,-0.181138,0.213272,-0.372853,-0.245081,0.229347,0.795146,-0.06611,-0.159162,-0.176872,0.204117,-0.068879,-0.15223,-0.224201,0.167468,-0.424116,-0.092585,0.193705,0.704778,-0.376236,-0.092095,-0.239575,0.28224,0.117407,-0.288938,-0.185845,0.006654,-0.336509,-0.084845,0.149632,C7
525,1.114108,0.017739,0.066611,-0.379944,0.228813,-0.139089,-0.033648,-0.084718,0.028278,-0.079475,-0.17608,0.128222,1.097083,-0.092212,0.124267,-0.290487,0.19549,-0.071002,-0.113767,-0.175676,0.206714,-0.15654,-0.176871,0.188096,0.911502,-0.028621,0.077279,-0.258647,0.302196,0.002523,-0.115125,-0.249495,0.216724,-0.191561,-0.157061,0.173513,0.696653,0.171578,0.037714,-0.317215,0.275229,0.107673,-0.022001,-0.28373,0.162011,-0.263298,-0.141544,0.165949,0.652034,0.136867,-0.040452,-0.282527,0.376963,0.14637,-0.066831,-0.348942,0.171153,-0.249699,-0.131126,0.125466,0.641655,0.034788,-0.034573,-0.148537,0.508694,0.125949,-0.152342,-0.450224,0.233944,-0.207409,-0.099585,0.090318,0.522637,0.075652,-0.001106,-0.086442,0.503844,0.125029,-0.146972,-0.455058,0.19148,-0.175543,-0.055404,0.051831,C7
526,0.804848,0.180229,-0.088514,-0.477709,0.058719,-0.181707,-0.106886,-0.050887,0.166296,-0.274513,-0.160164,0.075277,0.815066,0.092896,-0.033353,-0.502088,0.187781,-0.169079,-0.169889,-0.028085,0.122192,-0.209386,-0.244018,0.111921,0.827732,0.004193,-0.000766,-0.438866,0.244212,-0.204273,-0.127778,-0.066106,0.059227,-0.185761,-0.253313,0.17566,0.906904,-0.0051,-0.16297,-0.267792,0.217051,-0.213455,-0.01905,-0.168691,0.074529,-0.265113,-0.186678,0.169595,0.905516,-0.009152,-0.269376,-0.210406,0.301154,-0.140048,-0.059683,-0.186588,0.024432,-0.262047,-0.15162,0.13576,0.762885,0.134925,-0.348222,-0.15293,0.350817,-0.089893,-0.071322,-0.23514,0.058478,-0.311649,-0.067353,0.092603,0.741363,0.012089,-0.248817,-0.164182,0.367973,0.02312,-0.109608,-0.296303,0.067936,-0.316931,-0.031881,0.116643,C7
527,0.819645,0.074831,-0.28205,-0.285882,0.413359,-0.005369,-0.207522,-0.110606,-0.014487,-0.286074,-0.015036,0.055305,0.832152,0.157748,-0.195827,-0.401452,0.527161,-0.045915,-0.106891,-0.160237,-0.010857,-0.310266,-0.012897,0.121039,0.74853,0.109089,-0.116163,-0.340887,0.554787,-0.070334,-0.105362,-0.177764,0.026747,-0.334364,-0.061777,0.195986,0.802912,-0.040082,-0.218431,-0.290803,0.570825,0.012607,-0.123833,-0.242426,0.001818,-0.253131,-0.008452,0.126617,0.769411,-0.053305,-0.204545,-0.260487,0.582704,0.089434,-0.102919,-0.29763,-0.011482,-0.210091,0.004944,0.130858,0.578417,0.002513,-0.036064,-0.317994,0.577641,0.149939,-0.079374,-0.280895,-0.065925,-0.217603,0.031996,0.151068,0.360106,0.021141,0.074861,-0.208106,0.546796,0.073187,-0.092587,-0.222703,-0.101793,-0.258577,0.121952,0.078192,C7
528,1.046327,0.053718,0.055641,-0.516544,0.23872,-0.051499,-0.257536,0.068369,0.068652,-0.209567,-0.065161,0.065516,1.063011,0.145032,0.095254,-0.548457,0.221441,-0.123885,-0.115835,-0.045466,0.167469,-0.215046,-0.137183,0.171152,1.185077,0.089301,0.043516,-0.582752,0.260359,-0.103071,-0.053916,-0.107239,0.165453,-0.270964,-0.126409,0.225688,1.05036,0.176281,-0.006182,-0.638974,0.291767,-0.046209,-0.030707,-0.10249,0.097219,-0.294951,-0.035778,0.197882,0.800597,0.327439,0.074909,-0.680702,0.298718,0.034381,-0.038494,-0.14147,0.034953,-0.247966,0.001068,0.218463,0.702199,0.269407,0.091222,-0.588575,0.377598,-0.002573,-0.081986,-0.120313,0.019832,-0.21224,-0.065875,0.207968,0.821942,0.229043,0.06603,-0.695496,0.402217,0.052951,-0.040889,-0.093716,-0.022076,-0.204734,-0.045855,0.19199,C7
529,1.595928,-0.409936,0.16469,-0.592553,-0.097061,-0.257119,-0.128961,-0.012669,0.211809,0.225053,-0.278909,-0.013519,1.807213,-0.51138,0.137933,-0.630593,-0.07683,-0.161128,-0.220989,-0.061873,0.232431,0.146805,-0.292407,-0.009106,1.708263,-0.458278,0.085938,-0.6348,-0.026796,-0.194293,-0.184066,-0.046288,0.183969,0.154575,-0.266653,-0.005897,1.502999,-0.281822,-0.072125,-0.572887,-0.003735,-0.142835,-0.129213,-0.144628,0.266105,0.095577,-0.255746,0.036975,1.379689,-0.295361,-0.052272,-0.640063,0.045417,-0.080778,-0.131817,-0.151561,0.244522,0.03736,-0.269441,0.091299,1.336772,-0.298403,-0.043753,-0.686142,0.100284,-0.015618,-0.162468,-0.142165,0.1656,-0.021523,-0.232379,0.094575,1.377305,-0.29036,-0.158453,-0.614178,0.15073,0.038754,-0.223702,-0.151553,0.163728,-0.155615,-0.159846,0.076593,C7
530,0.812838,0.082578,0.031643,-0.485969,-0.013736,-0.359447,-0.07257,0.012902,0.283829,-0.148398,-0.165161,0.123045,0.98669,0.085124,-0.134846,-0.502446,0.11898,-0.304586,-0.040822,-0.0358,0.233302,-0.175058,-0.162244,0.073317,1.080723,0.06868,-0.239386,-0.485827,0.238286,-0.340315,0.007969,-0.072167,0.160011,-0.160326,-0.219225,0.071463,1.007085,-0.030268,-0.063803,-0.541155,0.253884,-0.223143,-0.049484,-0.072143,0.183099,-0.246448,-0.2485,0.138996,1.043726,-0.110609,0.070267,-0.625536,0.280662,-0.157384,-0.082143,-0.019147,0.095981,-0.259161,-0.255651,0.174582,1.126704,-0.204244,0.03989,-0.580713,0.277798,-0.111776,-0.11039,-0.055895,0.046183,-0.308215,-0.199293,0.160181,1.163037,-0.320557,0.106623,-0.543537,0.310773,0.085467,-0.268622,-0.047643,-0.045587,-0.274595,-0.136296,0.061879,C7
531,1.052635,0.194907,0.163806,-0.6975,0.268477,-0.273455,-0.284947,0.120165,0.191759,-0.019773,-0.084375,0.047394,1.077845,0.114302,0.044069,-0.726874,0.316382,-0.139394,-0.233306,-0.003957,0.138857,-0.064665,-0.034013,0.107964,1.138127,-0.033416,0.115546,-0.723081,0.268695,-0.116978,-0.217634,-0.001945,0.101642,-0.126246,-0.057305,0.177516,1.211252,-0.108811,0.233691,-0.78104,0.25167,-0.079517,-0.20621,0.020518,-0.029519,-0.160411,-0.027607,0.218843,1.171689,-0.014231,0.163959,-0.770849,0.282594,0.030077,-0.220827,0.004081,-0.070923,-0.155062,0.029465,0.156457,0.903495,0.18837,-0.078145,-0.538296,0.287318,0.088637,-0.268513,-0.00298,0.040141,-0.142236,-0.011638,0.043169,0.945761,0.226562,-0.185681,-0.378334,0.243415,0.111855,-0.24033,-0.140618,0.097232,-0.203264,0.042744,0.049331,C7
532,1.111344,-0.165575,-0.055946,-0.579973,-0.02662,-0.523795,-0.032317,0.121169,0.116767,0.024792,-0.177399,0.113443,1.086831,-0.003356,-0.122954,-0.59818,0.016547,-0.447033,-0.009658,0.093628,0.070916,0.005141,-0.148306,0.095161,0.931342,0.188076,-0.202167,-0.587947,0.084999,-0.428157,0.00339,0.059062,0.059038,-0.067126,-0.103166,0.09255,0.88182,0.305332,-0.295018,-0.549411,0.133639,-0.479983,0.104801,0.038078,0.007494,-0.120614,-0.137542,0.137681,0.898042,0.262931,-0.332203,-0.499352,0.17031,-0.30516,0.050437,-0.068718,0.025804,-0.187438,-0.11107,0.125204,0.898446,0.089185,-0.157681,-0.595481,0.314717,-0.195945,-0.132503,-0.015878,0.011258,-0.180975,-0.128801,0.091961,0.94249,0.042762,-0.105295,-0.579617,0.329148,-0.131683,-0.151584,-0.018855,-0.080037,-0.149536,-0.104896,0.097038,C7
533,1.228122,-0.381122,0.211319,-0.691086,0.094814,-0.395951,-0.26507,0.189009,0.076175,0.015279,-0.221689,0.050488,1.136772,-0.281504,0.117615,-0.693038,0.169907,-0.411662,-0.232049,0.169643,0.063168,-0.006478,-0.232962,0.053834,1.146679,-0.265555,0.070918,-0.670139,0.206531,-0.38733,-0.194113,0.120779,0.076004,-0.026551,-0.27623,0.076069,1.19375,-0.287637,0.097769,-0.697872,0.190351,-0.309123,-0.171905,0.113404,0.030498,-0.054511,-0.280288,0.066205,1.145775,-0.256821,0.091675,-0.716021,0.22221,-0.27445,-0.164302,0.124165,0.003892,-0.095096,-0.280152,0.073333,1.229486,-0.395957,0.055158,-0.61618,0.199232,-0.183375,-0.142726,0.026902,-0.005553,-0.097545,-0.305994,0.069716,1.088101,-0.337856,0.034392,-0.519352,0.161468,-0.084784,-0.173625,0.003174,0.021918,-0.146879,-0.273888,0.056494,C7
